Id,UTC,UTCMilliseconds,PCLocalTime,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,bearing0,ClickNumber,SpeciesCode
1466952,2012/08/05 17:15,906,05-Aug-12,16,7202599,600.2165833,498,3500,4500,154.0560693,,FALSE,,15734,1
1466955,2012/08/05 17:15,862,05-Aug-12,2,7202072,600.1726667,1024,3500,4500,172.3978561,,FALSE,,15737,1
1466953,2012/08/05 17:15,975,05-Aug-12,1,7203422,600.2851667,494,3500,4500,153.0506387,,FALSE,,15735,1
1466957,2012/08/05 17:15,798,05-Aug-12,4,7201295,600.1079167,1024,3500,4500,165.3422705,,FALSE,,15739,1
1466951,2012/08/05 17:15,824,05-Aug-12,16,7201613,600.1344167,913,3500,4500,163.5040344,,FALSE,,15733,1
1466950,2012/08/05 17:15,878,05-Aug-12,8,7202264,600.1886667,778,3500,4500,158.8136986,,FALSE,,15732,1
1466949,2012/08/05 17:15,861,05-Aug-12,1,7202061,600.17175,1024,3500,4500,160.2919397,,FALSE,,15731,1
1466948,2012/08/05 17:15,836,05-Aug-12,32,7201754,600.1461667,482,3500,4500,154.75479,,FALSE,,15730,1
1466947,2012/08/05 17:15,799,05-Aug-12,16,7201314,600.1095,527,3500,4500,163.5040344,,FALSE,,15729,1
1466946,2012/08/05 17:15,789,05-Aug-12,8,7201197,600.09975,1024,3500,4500,170.6292191,,FALSE,,15728,1
1466945,2012/08/05 17:15,831,05-Aug-12,1,7201692,600.141,523,3500,4500,157.0853897,,FALSE,,15727,1
1466989,2012/08/05 17:15,707,05-Aug-12,1,7212209,601.0174167,655,3500,4500,157.5520317,,FALSE,,15771,1
1466994,2012/08/05 17:15,800,05-Aug-12,2,7213328,601.1106667,663,3500,4500,158.4699174,,FALSE,,15776,1
1466993,2012/08/05 17:15,774,05-Aug-12,1,7213009,601.0840833,1024,3500,4500,162.6366801,,FALSE,,15775,1
1466992,2012/08/05 17:15,652,05-Aug-12,32,7211546,600.9621667,1024,3500,4500,164.4663041,,FALSE,,15774,1
1466991,2012/08/05 17:15,622,05-Aug-12,16,7211190,600.9325,1024,3500,4500,163.2402922,,FALSE,,15773,1
1466990,2012/08/05 17:15,719,05-Aug-12,4,7212349,601.0290833,458,3500,4500,151.42599,,FALSE,,15772,1
1466988,2012/08/05 17:15,680,05-Aug-12,1,7211886,600.9905,541,3500,4500,157.5520317,,FALSE,,15770,1
1466987,2012/08/05 17:15,543,05-Aug-12,32,7210239,600.85325,722,3500,4500,156.2674555,,FALSE,,15769,1
1466986,2012/08/05 17:15,582,05-Aug-12,16,7210710,600.8925,498,3500,4500,155.589141,,FALSE,,15768,1
1466995,2012/08/05 17:15,761,05-Aug-12,4,7212859,601.0715833,573,3500,4500,160.0640299,,FALSE,,15777,1
1466984,2012/08/05 17:15,523,05-Aug-12,2,7210002,600.8335,1024,3500,4500,160.6450784,,FALSE,,15766,1
1467005,2012/08/05 17:15,996,05-Aug-12,2,7215680,601.3066667,508,3500,4500,157.2558894,,FALSE,,15787,1
1466985,2012/08/05 17:15,534,05-Aug-12,16,7210136,600.8446667,764,3500,4500,160.1526667,,FALSE,,15767,1
1466997,2012/08/05 17:15,756,05-Aug-12,8,7212797,601.0664167,1024,3500,4500,166.6193849,,FALSE,,15779,1
1466998,2012/08/05 17:15,765,05-Aug-12,16,7212900,601.075,487,3500,4500,161.6204363,,FALSE,,15780,1
1466999,2012/08/05 17:15,790,05-Aug-12,16,7213198,601.0998333,869,3500,4500,161.6204363,,FALSE,,15781,1
1467000,2012/08/05 17:15,759,05-Aug-12,32,7212836,601.0696667,1024,3500,4500,171.3862796,,FALSE,,15782,1
1466983,2012/08/05 17:15,528,05-Aug-12,1,7210054,600.8378333,1001,3500,4500,156.8729927,,FALSE,,15765,1
1467004,2012/08/05 17:15,893,05-Aug-12,32,7214441,601.2034167,521,3500,4500,159.5891379,,FALSE,,15786,1
1467001,2012/08/05 17:15,863,05-Aug-12,16,7214074,601.1728333,490,3500,4500,157.0620952,,FALSE,,15783,1
1467006,2012/08/05 17:15,996,05-Aug-12,4,7215674,601.3061667,489,3500,4500,151.8971499,,FALSE,,15788,1
1467008,2012/08/05 17:15,990,05-Aug-12,16,7215609,601.30075,518,3500,4500,158.6120241,,FALSE,,15790,1
1467009,2012/08/05 17:15,932,05-Aug-12,32,7214913,601.24275,887,3500,4500,159.3057196,,FALSE,,15791,1
1467010,2012/08/05 17:15,990,05-Aug-12,32,7215599,601.2999167,532,3500,4500,159.0523257,,FALSE,,15792,1
1467011,2012/08/05 17:15,983,05-Aug-12,1,7215525,601.29375,1024,3500,4500,162.6176966,,FALSE,,15793,1
1467002,2012/08/05 17:15,891,05-Aug-12,16,7214416,601.2013333,872,3500,4500,157.0620952,,FALSE,,15784,1
1466966,2012/08/05 17:15,108,05-Aug-12,8,7205021,600.4184167,1024,3500,4500,167.9300635,,FALSE,,15748,1
1466982,2012/08/05 17:15,502,05-Aug-12,32,7209753,600.81275,667,3500,4500,159.7986091,,FALSE,,15764,1
1467003,2012/08/05 17:15,865,05-Aug-12,32,7214109,601.17575,518,3500,4500,159.5891379,,FALSE,,15785,1
1466956,2012/08/05 17:15,33,05-Aug-12,2,7204118,600.3431667,466,3500,4500,154.9098707,,FALSE,,15738,1
1466958,2012/08/05 17:15,46,05-Aug-12,32,7204270,600.3558333,490,3500,4500,154.8501074,,FALSE,,15740,1
1466959,2012/08/05 17:15,124,05-Aug-12,1,7205209,600.4340833,714,3500,4500,153.8642998,,FALSE,,15741,1
1466960,2012/08/05 17:15,117,05-Aug-12,4,7205132,600.4276667,725,3500,4500,157.905895,,FALSE,,15742,1
1466961,2012/08/05 17:15,115,05-Aug-12,16,7205106,600.4255,726,3500,4500,157.519647,,FALSE,,15743,1
1466962,2012/08/05 17:15,65,05-Aug-12,32,7204505,600.3754167,669,3500,4500,154.8501074,,FALSE,,15744,1
1466963,2012/08/05 17:15,124,05-Aug-12,32,7205212,600.4343333,714,3500,4500,156.6166856,,FALSE,,15745,1
1466964,2012/08/05 17:15,166,05-Aug-12,1,7205713,600.4760833,471,3500,4500,151.5866107,,FALSE,,15746,1
1466965,2012/08/05 17:15,158,05-Aug-12,4,7205619,600.46825,828,3500,4500,155.2612308,,FALSE,,15747,1
1466967,2012/08/05 17:15,156,05-Aug-12,16,7205592,600.466,532,3500,4500,157.2124544,,FALSE,,15749,1
1466974,2012/08/05 17:15,424,05-Aug-12,4,7208808,600.734,500,3500,4500,155.2021218,,FALSE,,15756,1
1466980,2012/08/05 17:15,447,05-Aug-12,16,7209086,600.7571667,1024,3500,4500,161.0547742,,FALSE,,15762,1
1466979,2012/08/05 17:15,415,05-Aug-12,8,7208705,600.7254167,1024,3500,4500,167.148762,,FALSE,,15761,1
1466978,2012/08/05 17:15,445,05-Aug-12,4,7209065,600.7554167,933,3500,4500,154.9642498,,FALSE,,15760,1
1466977,2012/08/05 17:15,402,05-Aug-12,32,7208550,600.7125,533,3500,4500,160.8802107,,FALSE,,15759,1
1466976,2012/08/05 17:15,425,05-Aug-12,16,7208826,600.7355,495,3500,4500,159.4752446,,FALSE,,15758,1
1466954,2012/08/05 17:15,6,05-Aug-12,1,7203800,600.3166667,466,3500,4500,151.7050915,,FALSE,,15736,1
1466975,2012/08/05 17:15,330,05-Aug-12,16,7207678,600.6398333,727,3500,4500,159.6228471,,FALSE,,15757,1
1466968,2012/08/05 17:15,165,05-Aug-12,32,7205702,600.4751667,511,3500,4500,154.3185937,,FALSE,,15750,1
1466973,2012/08/05 17:15,338,05-Aug-12,1,7207780,600.6483333,664,3500,4500,154.9810481,,FALSE,,15755,1
