Id,UTC,UTCMilliseconds,PCLocalTime,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,bearing0,ClickNumber,SpeciesCode
142999,2012/06/26 08:44,691,26-Jun-12,2,7210669,600.8890833,1024,3500,4500,160.4732988,,FALSE,,11017,1
142989,2012/06/26 08:44,259,26-Jun-12,2,7205490,600.4575,506,3500,4500,142.2058481,,FALSE,,11007,1
143004,2012/06/26 08:44,850,26-Jun-12,32,7212578,601.0481667,937,3500,4500,144.0662397,,FALSE,,11022,1
143003,2012/06/26 08:44,713,26-Jun-12,32,7210930,600.9108333,1024,3500,4500,149.4342345,,FALSE,,11021,1
143002,2012/06/26 08:44,705,26-Jun-12,16,7210838,600.9031667,1024,3500,4500,148.1406048,,FALSE,,11020,1
143000,2012/06/26 08:44,686,26-Jun-12,4,7210608,600.884,1024,3500,4500,159.5799571,,FALSE,,11018,1
142998,2012/06/26 08:44,691,26-Jun-12,1,7210671,600.88925,1024,3500,4500,155.2338093,,FALSE,,11016,1
142997,2012/06/26 08:44,547,26-Jun-12,32,7208949,600.74575,1024,3500,4500,143.660345,,FALSE,,11015,1
142996,2012/06/26 08:44,605,26-Jun-12,2,7209636,600.803,474,3500,4500,142.4080564,,FALSE,,11014,1
142995,2012/06/26 08:44,540,26-Jun-12,16,7208854,600.7378333,735,3500,4500,144.1233295,,FALSE,,11013,1
142994,2012/06/26 08:44,518,26-Jun-12,4,7208596,600.7163333,735,3500,4500,142.5771329,,FALSE,,11012,1
142993,2012/06/26 08:44,314,26-Jun-12,32,7206151,600.5125833,486,3500,4500,141.2346202,,FALSE,,11011,1
142992,2012/06/26 08:44,285,26-Jun-12,32,7205795,600.4829167,518,3500,4500,141.2346202,,FALSE,,11010,1
142991,2012/06/26 08:44,278,26-Jun-12,4,7205711,600.4759167,544,3500,4500,141.5642602,,FALSE,,11009,1
142990,2012/06/26 08:44,168,26-Jun-12,32,7204396,600.3663333,475,3500,4500,139.7439701,,FALSE,,11008,1
143001,2012/06/26 08:44,696,26-Jun-12,8,7210727,600.8939167,1024,3500,4500,157.3799825,,FALSE,,11019,1
143006,2012/06/26 08:44,167,26-Jun-12,2,7216383,601.36525,1024,3500,4500,161.8388046,,FALSE,,11024,1
143013,2012/06/26 08:44,761,26-Jun-12,16,7223507,601.9589167,466,3500,4500,141.2297895,,FALSE,,11031,1
143017,2012/06/26 08:44,775,26-Jun-12,8,7223684,601.9736667,769,3500,4500,154.1208532,,FALSE,,11035,1
143016,2012/06/26 08:44,783,26-Jun-12,4,7223773,601.9810833,669,3500,4500,144.5681091,,FALSE,,11034,1
143015,2012/06/26 08:44,797,26-Jun-12,2,7223942,601.9951667,533,3500,4500,144.4764522,,FALSE,,11033,1
143014,2012/06/26 08:44,769,26-Jun-12,2,7223610,601.9675,552,3500,4500,145.4050079,,FALSE,,11032,1
143012,2012/06/26 08:44,748,26-Jun-12,8,7223354,601.9461667,583,3500,4500,155.2786207,,FALSE,,11030,1
