Id,UTC,UTCMilliseconds,PCLocalTime,channelMap,startSample,startSeconds,duration,lowFreq,highFreq,amplitude,detectionType,bearingAmbiguity,bearing0,ClickNumber,SpeciesCode
487307,2012/06/30 14:20,688,30-Jun-12,32,7206472,600.5393333,466,3500,4500,154.5824169,,FALSE,,12310,1
487308,2012/06/30 14:20,837,30-Jun-12,8,7208260,600.6883333,476,3500,4500,155.9321871,,FALSE,,12311,1
487306,2012/06/30 14:20,607,30-Jun-12,8,7205503,600.4585833,1024,3500,4500,164.2710075,,FALSE,,12309,1
487305,2012/06/30 14:20,616,30-Jun-12,4,7205602,600.4668333,1024,3500,4500,148.9049438,,FALSE,,12308,1
487304,2012/06/30 14:20,413,30-Jun-12,8,7203171,600.26425,837,3500,4500,161.2338799,,FALSE,,12307,1
487303,2012/06/30 14:20,195,30-Jun-12,4,7200557,600.0464167,1006,3500,4500,149.5832082,,FALSE,,12306,1
487302,2012/06/30 14:20,276,30-Jun-12,2,7201525,600.1270833,716,3500,4500,157.8302541,,FALSE,,12305,1
487301,2012/06/30 14:20,181,30-Jun-12,2,7200391,600.0325833,1024,3500,4500,160.5559519,,FALSE,,12304,1
487300,2012/06/30 14:20,271,30-Jun-12,1,7201467,600.12225,510,3500,4500,158.2654287,,FALSE,,12303,1
487337,2012/06/30 14:20,958,30-Jun-12,4,7221708,601.809,469,3500,4500,143.9842845,,FALSE,,12340,1
487331,2012/06/30 14:20,546,30-Jun-12,8,7216769,601.3974167,494,3500,4500,157.6752679,,FALSE,,12334,1
487324,2012/06/30 14:20,353,30-Jun-12,32,7214457,601.20475,983,3500,4500,159.4759824,,FALSE,,12327,1
487325,2012/06/30 14:20,421,30-Jun-12,1,7215265,601.2720833,471,3500,4500,156.804298,,FALSE,,12328,1
487326,2012/06/30 14:20,442,30-Jun-12,1,7215517,601.2930833,471,3500,4500,156.6599091,,FALSE,,12329,1
487327,2012/06/30 14:20,419,30-Jun-12,32,7215239,601.2699167,767,3500,4500,156.6889958,,FALSE,,12330,1
487329,2012/06/30 14:20,555,30-Jun-12,4,7216873,601.4060833,521,3500,4500,144.3708425,,FALSE,,12332,1
487332,2012/06/30 14:20,569,30-Jun-12,8,7217044,601.4203333,560,3500,4500,157.6752679,,FALSE,,12335,1
487333,2012/06/30 14:20,534,30-Jun-12,16,7216626,601.3855,1024,3500,4500,162.7434598,,FALSE,,12336,1
487334,2012/06/30 14:20,552,30-Jun-12,32,7216842,601.4035,930,3500,4500,163.9996109,,FALSE,,12337,1
487323,2012/06/30 14:20,275,30-Jun-12,32,7213519,601.1265833,1024,3500,4500,166.7622938,,FALSE,,12326,1
487336,2012/06/30 14:20,927,30-Jun-12,2,7221335,601.7779167,458,3500,4500,152.3937216,,FALSE,,12339,1
